source,month,n
ilboursa,2019-10,210
ilboursa,2019-11,174
ilboursa,2019-12,164
ilboursa,2020-01,182
ilboursa,2020-02,157
ilboursa,2020-03,257
ilboursa,2020-04,283
ilboursa,2020-05,191
ilboursa,2020-06,177
ilboursa,2020-07,182
ilboursa,2020-08,135
ilboursa,2020-09,193
ilboursa,2020-10,221
ilboursa,2020-11,181
ilboursa,2020-12,187
ilboursa,2021-01,185
ilboursa,2021-02,174
ilboursa,2021-03,198
ilboursa,2021-04,233
ilboursa,2021-05,176
ilboursa,2021-06,175
ilboursa,2021-07,140
ilboursa,2021-08,113
ilboursa,2021-09,191
ilboursa,2021-10,200
ilboursa,2021-11,180
ilboursa,2021-12,200
ilboursa,2022-01,218
ilboursa,2022-02,173
ilboursa,2022-03,225
ilboursa,2022-04,245
ilboursa,2022-05,203
ilboursa,2022-06,180
ilboursa,2022-07,142
ilboursa,2022-08,150
ilboursa,2022-09,199
ilboursa,2022-10,234
ilboursa,2022-11,175
ilboursa,2022-12,178
ilboursa,2023-01,219
ilboursa,2023-02,158
ilboursa,2023-03,199
ilboursa,2023-04,200
ilboursa,2023-05,203
ilboursa,2023-06,144
ilboursa,2023-07,134
ilboursa,2023-08,138
ilboursa,2023-09,196
ilboursa,2023-10,223
ilboursa,2023-11,145
ilboursa,2023-12,142
ilboursa,2024-01,196
ilboursa,2024-02,155
ilboursa,2024-03,158
ilboursa,2024-04,195
ilboursa,2024-05,184
ilboursa,2024-06,173
ilboursa,2024-07,163
ilboursa,2024-08,105
ilboursa,2024-09,174
ilboursa,2024-10,194
ilboursa,2024-11,163
ilboursa,2024-12,141
ilboursa,2025-01,204
ilboursa,2025-02,151
ilboursa,2025-03,153
ilboursa,2025-04,219
ilboursa,2025-05,159
ilboursa,2025-06,144
ilboursa,2025-07,171
ilboursa,2025-08,87
ilboursa,2025-09,157
ilboursa,2025-10,180
ilboursa,2025-11,131
ilboursa,2025-12,167
ilboursa,2026-01,181
ilboursa,2026-02,136
ilboursa,2026-03,146
ilboursa,2026-04,167
ilboursa,2026-05,122
ilboursa,2026-06,138
ilboursa,2026-07,166
ilboursa,2026-08,86
ilboursa,2026-09,98
kapitalis,2015-05,132
kapitalis,2015-06,178
kapitalis,2015-07,152
kapitalis,2015-08,145
kapitalis,2015-09,164
kapitalis,2015-10,173
kapitalis,2015-11,141
kapitalis,2015-12,154
kapitalis,2016-01,131
kapitalis,2016-02,153
kapitalis,2016-03,120
kapitalis,2016-04,158
kapitalis,2016-05,163
kapitalis,2016-06,118
kapitalis,2016-07,109
kapitalis,2016-08,100
kapitalis,2016-09,112
kapitalis,2016-10,119
kapitalis,2016-11,115
kapitalis,2016-12,87
kapitalis,2017-01,67
kapitalis,2017-02,109
kapitalis,2017-03,112
kapitalis,2017-04,101
kapitalis,2017-05,116
kapitalis,2017-06,85
kapitalis,2017-07,114
kapitalis,2017-08,123
kapitalis,2017-09,132
kapitalis,2017-10,205
kapitalis,2017-11,172
kapitalis,2017-12,147
kapitalis,2018-01,194
kapitalis,2018-02,166
kapitalis,2018-03,169
kapitalis,2018-04,175
kapitalis,2018-05,144
kapitalis,2018-06,116
kapitalis,2018-07,150
kapitalis,2018-08,93
kapitalis,2018-09,128
kapitalis,2018-10,178
kapitalis,2018-11,122
kapitalis,2018-12,122
kapitalis,2019-01,142
kapitalis,2019-02,143
kapitalis,2019-03,117
kapitalis,2019-04,258
kapitalis,2019-05,159
kapitalis,2019-06,183
kapitalis,2019-07,210
kapitalis,2019-08,170
kapitalis,2019-09,203
kapitalis,2019-10,240
kapitalis,2019-11,253
kapitalis,2019-12,247
kapitalis,2020-01,227
kapitalis,2020-02,267
kapitalis,2020-03,264
kapitalis,2020-04,199
kapitalis,2020-05,146
kapitalis,2020-06,188
kapitalis,2020-07,139
kapitalis,2020-08,103
kapitalis,2020-09,146
kapitalis,2020-10,151
kapitalis,2020-11,76
kapitalis,2020-12,104
kapitalis,2021-01,91
kapitalis,2021-02,112
kapitalis,2021-03,99
kapitalis,2021-04,128
kapitalis,2021-05,137
kapitalis,2021-06,112
kapitalis,2021-07,62
kapitalis,2021-08,45
kapitalis,2021-09,56
kapitalis,2021-10,80
kapitalis,2021-11,109
kapitalis,2021-12,121
kapitalis,2022-01,95
kapitalis,2022-02,110
kapitalis,2022-03,158
kapitalis,2022-04,129
kapitalis,2022-05,158
kapitalis,2022-06,153
kapitalis,2022-07,102
kapitalis,2022-08,143
kapitalis,2022-09,140
kapitalis,2022-10,153
kapitalis,2022-11,114
kapitalis,2022-12,131
kapitalis,2023-01,210
kapitalis,2023-02,120
kapitalis,2023-03,150
kapitalis,2023-04,142
kapitalis,2023-05,133
kapitalis,2023-06,122
kapitalis,2023-07,100
kapitalis,2023-08,113
kapitalis,2023-09,144
kapitalis,2023-10,136
kapitalis,2023-11,116
kapitalis,2023-12,84
kapitalis,2024-01,126
kapitalis,2024-02,142
kapitalis,2024-03,118
kapitalis,2024-04,104
kapitalis,2024-05,134
kapitalis,2024-06,144
kapitalis,2024-07,109
kapitalis,2024-08,90
kapitalis,2024-09,86
kapitalis,2024-10,96
kapitalis,2024-11,117
kapitalis,2024-12,88
kapitalis,2025-01,104
kapitalis,2025-02,97
kapitalis,2025-03,106
kapitalis,2025-04,96
kapitalis,2025-05,106
kapitalis,2025-06,88
kapitalis,2025-07,100
kapitalis,2025-08,87
kapitalis,2025-09,96
kapitalis,2025-10,102
kapitalis,2025-11,80
kapitalis,2025-12,95
kapitalis,2026-01,84
kapitalis,2026-02,94
kapitalis,2026-03,102
kapitalis,2026-04,106
kapitalis,2026-05,96
kapitalis,2026-06,118
kapitalis,2026-07,127
kapitalis,2026-08,95
kapitalis,2026-09,60
lapresse,2019-04,1
lapresse,2019-05,2
lapresse,2019-06,1
lapresse,2019-07,6
lapresse,2019-09,2
lapresse,2019-10,1
lapresse,2020-02,1
lapresse,2020-04,9
lapresse,2020-05,4
lapresse,2020-06,4
lapresse,2020-07,3
lapresse,2020-10,3
lapresse,2020-11,5
lapresse,2020-12,1
lapresse,2021-01,2
lapresse,2021-02,1
lapresse,2021-03,3
lapresse,2021-04,6
lapresse,2021-05,4
lapresse,2021-06,5
lapresse,2021-07,4
lapresse,2021-08,4
lapresse,2021-09,32
lapresse,2021-10,20
lapresse,2021-11,14
lapresse,2021-12,4
lapresse,2022-01,36
lapresse,2022-02,28
lapresse,2022-03,26
lapresse,2022-04,16
lapresse,2022-05,20
lapresse,2022-06,17
lapresse,2022-07,21
lapresse,2022-08,24
lapresse,2022-09,16
lapresse,2022-10,17
lapresse,2022-11,12
lapresse,2022-12,26
lapresse,2023-01,21
lapresse,2023-02,21
lapresse,2023-03,26
lapresse,2023-04,24
lapresse,2023-05,30
lapresse,2023-06,29
lapresse,2023-07,33
lapresse,2023-08,31
lapresse,2023-09,33
lapresse,2023-10,34
lapresse,2023-11,33
lapresse,2023-12,33
lapresse,2024-01,26
lapresse,2024-02,18
lapresse,2024-03,14
lapresse,2024-04,9
lapresse,2024-05,4
lapresse,2024-06,11
lapresse,2024-07,25
lapresse,2024-08,31
lapresse,2024-09,30
lapresse,2024-10,63
lapresse,2024-11,61
lapresse,2024-12,78
lapresse,2025-01,340
lapresse,2025-02,253
lapresse,2025-03,247
lapresse,2025-04,340
lapresse,2025-05,131
lapresse,2025-06,75
lapresse,2025-07,118
lapresse,2025-08,202
lapresse,2025-09,255
lapresse,2025-10,322
lapresse,2025-11,316
lapresse,2025-12,334
lapresse,2026-01,301
lapresse,2026-02,295
lapresse,2026-03,313
lapresse,2026-04,395
lapresse,2026-05,340
lapresse,2026-06,310
lapresse,2026-07,354
lapresse,2026-08,239
lapresse,2026-09,142
leconomistmaghrebin,2013-12,60
leconomistmaghrebin,2014-01,59
leconomistmaghrebin,2014-02,44
leconomistmaghrebin,2014-03,76
leconomistmaghrebin,2014-04,154
leconomistmaghrebin,2014-05,138
leconomistmaghrebin,2014-06,156
leconomistmaghrebin,2014-07,132
leconomistmaghrebin,2014-08,74
leconomistmaghrebin,2014-09,177
leconomistmaghrebin,2014-10,182
leconomistmaghrebin,2014-11,152
leconomistmaghrebin,2014-12,156
leconomistmaghrebin,2015-01,148
leconomistmaghrebin,2015-02,58
leconomistmaghrebin,2015-03,169
leconomistmaghrebin,2015-04,169
leconomistmaghrebin,2015-05,168
leconomistmaghrebin,2015-06,143
leconomistmaghrebin,2015-07,61
leconomistmaghrebin,2015-08,45
leconomistmaghrebin,2015-09,150
leconomistmaghrebin,2015-10,201
leconomistmaghrebin,2015-11,192
leconomistmaghrebin,2015-12,184
leconomistmaghrebin,2016-01,131
leconomistmaghrebin,2016-02,135
leconomistmaghrebin,2016-03,125
leconomistmaghrebin,2016-04,132
leconomistmaghrebin,2016-05,149
leconomistmaghrebin,2016-06,111
leconomistmaghrebin,2016-07,69
leconomistmaghrebin,2016-08,66
leconomistmaghrebin,2016-09,105
leconomistmaghrebin,2016-10,45
leconomistmaghrebin,2016-11,149
leconomistmaghrebin,2016-12,120
leconomistmaghrebin,2017-01,107
leconomistmaghrebin,2017-02,110
leconomistmaghrebin,2017-03,41
leconomistmaghrebin,2017-04,104
leconomistmaghrebin,2017-05,48
leconomistmaghrebin,2017-06,108
leconomistmaghrebin,2017-07,118
leconomistmaghrebin,2017-08,99
leconomistmaghrebin,2017-09,147
leconomistmaghrebin,2017-10,175
leconomistmaghrebin,2017-11,169
leconomistmaghrebin,2017-12,174
leconomistmaghrebin,2018-01,166
leconomistmaghrebin,2018-02,49
leconomistmaghrebin,2018-03,62
leconomistmaghrebin,2018-04,62
leconomistmaghrebin,2018-05,126
leconomistmaghrebin,2018-06,131
leconomistmaghrebin,2018-07,132
leconomistmaghrebin,2018-08,130
leconomistmaghrebin,2018-09,70
leconomistmaghrebin,2018-10,200
leconomistmaghrebin,2018-11,178
leconomistmaghrebin,2018-12,157
leconomistmaghrebin,2019-01,111
leconomistmaghrebin,2019-02,87
leconomistmaghrebin,2019-03,75
leconomistmaghrebin,2019-04,84
leconomistmaghrebin,2019-05,102
leconomistmaghrebin,2019-06,68
leconomistmaghrebin,2019-07,57
leconomistmaghrebin,2019-08,98
leconomistmaghrebin,2019-09,89
leconomistmaghrebin,2019-10,141
leconomistmaghrebin,2019-11,122
leconomistmaghrebin,2019-12,114
leconomistmaghrebin,2020-01,112
leconomistmaghrebin,2020-02,126
leconomistmaghrebin,2020-03,111
leconomistmaghrebin,2020-04,133
leconomistmaghrebin,2020-05,152
leconomistmaghrebin,2020-06,103
leconomistmaghrebin,2020-07,157
leconomistmaghrebin,2020-08,123
leconomistmaghrebin,2020-09,135
leconomistmaghrebin,2020-10,120
leconomistmaghrebin,2020-11,192
leconomistmaghrebin,2020-12,135
leconomistmaghrebin,2021-01,98
leconomistmaghrebin,2021-02,150
leconomistmaghrebin,2021-03,146
leconomistmaghrebin,2021-04,149
leconomistmaghrebin,2021-05,144
leconomistmaghrebin,2021-06,148
leconomistmaghrebin,2021-07,101
leconomistmaghrebin,2021-08,87
leconomistmaghrebin,2021-09,117
leconomistmaghrebin,2021-10,115
leconomistmaghrebin,2021-11,138
leconomistmaghrebin,2021-12,130
leconomistmaghrebin,2022-01,144
leconomistmaghrebin,2022-02,131
leconomistmaghrebin,2022-03,196
leconomistmaghrebin,2022-04,221
leconomistmaghrebin,2022-05,212
leconomistmaghrebin,2022-06,203
leconomistmaghrebin,2022-07,111
leconomistmaghrebin,2022-08,166
leconomistmaghrebin,2022-09,242
leconomistmaghrebin,2022-10,199
leconomistmaghrebin,2022-11,216
leconomistmaghrebin,2022-12,233
leconomistmaghrebin,2023-01,143
leconomistmaghrebin,2023-02,166
leconomistmaghrebin,2023-03,165
leconomistmaghrebin,2023-04,182
leconomistmaghrebin,2023-05,201
leconomistmaghrebin,2023-06,274
leconomistmaghrebin,2023-07,235
leconomistmaghrebin,2023-08,236
leconomistmaghrebin,2023-09,252
leconomistmaghrebin,2023-10,293
leconomistmaghrebin,2023-11,258
leconomistmaghrebin,2023-12,263
leconomistmaghrebin,2024-01,298
leconomistmaghrebin,2024-02,241
leconomistmaghrebin,2024-03,279
leconomistmaghrebin,2024-04,278
leconomistmaghrebin,2024-05,307
leconomistmaghrebin,2024-06,309
leconomistmaghrebin,2024-07,258
leconomistmaghrebin,2024-08,176
leconomistmaghrebin,2024-09,211
leconomistmaghrebin,2024-10,336
leconomistmaghrebin,2024-11,356
leconomistmaghrebin,2024-12,261
leconomistmaghrebin,2025-01,287
leconomistmaghrebin,2025-02,246
leconomistmaghrebin,2025-03,220
leconomistmaghrebin,2025-04,301
leconomistmaghrebin,2025-05,288
leconomistmaghrebin,2025-06,245
leconomistmaghrebin,2025-07,263
leconomistmaghrebin,2025-08,197
leconomistmaghrebin,2025-09,254
leconomistmaghrebin,2025-10,228
leconomistmaghrebin,2025-11,240
leconomistmaghrebin,2025-12,240
leconomistmaghrebin,2026-01,229
leconomistmaghrebin,2026-02,174
leconomistmaghrebin,2026-03,167
leconomistmaghrebin,2026-04,245
leconomistmaghrebin,2026-05,239
leconomistmaghrebin,2026-06,204
leconomistmaghrebin,2026-07,209
leconomistmaghrebin,2026-08,145
leconomistmaghrebin,2026-09,107
nyt_economy,2024-10,5
nyt_economy,2024-11,45
nyt_economy,2024-12,39
nyt_economy,2025-01,48
nyt_economy,2025-02,51
nyt_economy,2025-03,76
nyt_economy,2025-04,163
nyt_economy,2025-05,43
nyt_economy,2025-06,34
nyt_economy,2025-07,41
nyt_economy,2025-08,50
nyt_economy,2025-09,26
nyt_economy,2025-10,32
nyt_economy,2025-11,36
nyt_economy,2025-12,26
nyt_economy,2026-01,49
nyt_economy,2026-02,39
nyt_economy,2026-03,61
nyt_economy,2026-04,50
nyt_economy,2026-05,41
nyt_economy,2026-06,55
nyt_economy,2026-07,42
nyt_economy,2026-08,28
nyt_economy,2026-09,20
tap,2026-08,133
tap,2026-09,150
